"Month","Species","Year","Total_Catch","Total_Income","Individual_fishing_trips_mo","CPUE"
"November","Synchiropus ocellatus","2015",7,8750,158,0.0443037974683544
"November","Synchiropus ocellatus","2016",137,171250,154,0.88961038961039
"November","Synchiropus ocellatus","2017",36,48000,98,0.36734693877551
"November","Synchiropus ocellatus","2018",63,75000,89,0.707865168539326
"November","Synchiropus ocellatus","2022",106,171000,28,3.78571428571429
"November","Synchiropus ocellatus","2023",23,46000,176,0.130681818181818
"November","Synchiropus picturatus","2023",30,51000,176,0.170454545454545
"November","Synchiropus stellatus","2016",2,6000,154,0.012987012987013
"November","Taenianotus triacanthus","2016",6,15000,154,0.038961038961039
"November","Taenianotus triacanthus","2017",1,3000,98,0.0102040816326531
"November","Thalassoma amblycephalum","2013",2,6000,287,0.00696864111498258
"November","Thalassoma amblycephalum","2016",2,2000,154,0.012987012987013
"November","Thalassoma amblycephalum","2018",5,15000,89,0.0561797752808989
"November","Thalassoma amblycephalum","2022",1,3000,28,0.0357142857142857
"November","Thalassoma jansenii","2023",4,7000,176,0.0227272727272727
"November","Thalassoma lunare","2012",12,10750,219,0.0547945205479452
"November","Thalassoma lunare","2015",1,1000,158,0.00632911392405063
"November","Thalassoma lunare","2016",32,32000,154,0.207792207792208
"November","Thalassoma lunare","2017",2,2000,98,0.0204081632653061
"November","Thalassoma lunare","2018",1,3000,89,0.0112359550561798
"November","Thalassoma lutescens","2023",7,32000,176,0.0397727272727273
"November","Valenciennea helsdingenii","2012",146,239500,219,0.666666666666667
"November","Valenciennea helsdingenii","2015",12,18000,158,0.0759493670886076
"November","Valenciennea helsdingenii","2016",61,91500,154,0.396103896103896
"November","Valenciennea helsdingenii","2017",19,34250,98,0.193877551020408
"November","Valenciennea helsdingenii","2018",12,24000,89,0.134831460674157
"November","Valenciennea helsdingenii","2023",4,11500,176,0.0227272727272727
"November","Valenciennea puellaris","2012",914,1425700,219,4.17351598173516
"November","Valenciennea puellaris","2013",1182,1721750,287,4.1184668989547
"November","Valenciennea puellaris","2015",177,360200,158,1.12025316455696
"November","Valenciennea puellaris","2016",623,919700,154,4.04545454545455
"November","Valenciennea puellaris","2017",462,894750,98,4.71428571428571
"November","Valenciennea puellaris","2018",151,314000,89,1.69662921348315
"November","Valenciennea puellaris","2022",52,147500,28,1.85714285714286
"November","Valenciennea puellaris","2023",173,390000,176,0.982954545454545
"November","Valenciennea sexguttata","2012",43,97500,219,0.19634703196347
"November","Valenciennea sexguttata","2013",55,55000,287,0.191637630662021
"November","Valenciennea sexguttata","2015",10,10000,158,0.0632911392405063
"November","Valenciennea sexguttata","2016",113,116750,154,0.733766233766234
"November","Valenciennea sexguttata","2017",28,41500,98,0.285714285714286
"November","Valenciennea sexguttata","2018",54,81000,89,0.606741573033708
"November","Valenciennea sexguttata","2022",31,80500,28,1.10714285714286
"November","Valenciennea sexguttata","2023",21,40500,176,0.119318181818182
"November","Valenciennea strigata","2013",306,434000,287,1.06620209059233
"November","Valenciennea strigata","2016",183,248400,154,1.18831168831169
"November","Valenciennea strigata","2018",50,1e+05,89,0.561797752808989
"November","Valenciennea strigata","2022",45,132000,28,1.60714285714286
"November","Valenciennea strigata","2023",445,1020000,176,2.52840909090909
"November","Variola louti","2012",8,13000,219,0.0365296803652968
"November","Variola louti","2013",6,9000,287,0.0209059233449477
"November","Variola louti","2015",1,2000,158,0.00632911392405063
"November","Variola louti","2016",1,1500,154,0.00649350649350649
"November","Variola louti","2017",2,4000,98,0.0204081632653061
"November","Wetmorella nigropinnata","2012",55,56500,219,0.251141552511416
"November","Wetmorella nigropinnata","2015",216,232500,158,1.36708860759494
"November","Wetmorella nigropinnata","2016",47,47000,154,0.305194805194805
"November","Wetmorella nigropinnata","2017",20,20000,98,0.204081632653061
"November","Wetmorella nigropinnata","2018",18,25000,89,0.202247191011236
"November","Wetmorella nigropinnata","2023",44,46500,176,0.25
"November","Zanclus cornutus","2012",12,19750,219,0.0547945205479452
"November","Zanclus cornutus","2015",5,7500,158,0.0316455696202532
"November","Zanclus cornutus","2016",82,128250,154,0.532467532467532
"November","Zanclus cornutus","2017",5,8500,98,0.0510204081632653
"November","Zanclus cornutus","2018",16,32000,89,0.179775280898876
"November","Zanclus cornutus","2023",4,9000,176,0.0227272727272727
"November","Zebrasoma scopas","2012",252,385600,219,1.15068493150685
"November","Zebrasoma scopas","2013",194,311500,287,0.67595818815331
"November","Zebrasoma scopas","2015",295,552000,158,1.86708860759494
"November","Zebrasoma scopas","2016",185,271250,154,1.2012987012987
"November","Zebrasoma scopas","2017",113,231000,98,1.1530612244898
"November","Zebrasoma scopas","2018",98,227000,89,1.10112359550562
"November","Zebrasoma scopas","2022",127,450000,28,4.53571428571429
"November","Zebrasoma scopas","2023",361,875000,176,2.05113636363636
"November","Zebrasoma veliferum","2013",1,3500,287,0.00348432055749129
"December","#N/A","2012",114,472500,47,2.42553191489362
"December","#N/A","2013",2339,3524750,74,31.6081081081081
"December","#N/A","2015",1067,2224750,58,18.3965517241379
"December","#N/A","2017",1284,3231039.81042654,95,13.5157894736842
"December","#N/A","2022",2,2000,70,0.0285714285714286
"December","#N/A","2023",14,23611.1111111111,213,0.0657276995305164
"December","Ablabys taenianotus","2012",1,3000,47,0.0212765957446809
"December","Abudefduf septemfasciatus","2012",50,30000,47,1.06382978723404
"December","Acanthurus bariene","2016",111,946000,92,1.20652173913043
"December","Acanthurus bariene","2018",1,10000,51,0.0196078431372549
"December","Acanthurus bariene","2022",22,220000,70,0.314285714285714
"December","Acanthurus chronixis","2012",141,211500,47,3
"December","Acanthurus chronixis","2013",3,12000,74,0.0405405405405405
"December","Acanthurus chronixis","2022",18,108000,70,0.257142857142857
"December","Acanthurus chronixis","2023",2,12000,213,0.00938967136150235
"December","Acanthurus leucoheilus","2015",1,2500,58,0.0172413793103448
"December","Acanthurus leucoheilus","2016",7,30000,92,0.0760869565217391
"December","Acanthurus leucoheilus","2018",2,10000,51,0.0392156862745098
"December","Acanthurus leucosternon","2022",6,150000,70,0.0857142857142857
"December","Acanthurus lineatus","2012",31,91250,47,0.659574468085106
"December","Acanthurus lineatus","2013",33,122000,74,0.445945945945946
"December","Acanthurus lineatus","2015",1,2500,58,0.0172413793103448
"December","Acanthurus lineatus","2016",204,525000,92,2.21739130434783
"December","Acanthurus lineatus","2017",13,47180.5555555556,95,0.136842105263158
"December","Acanthurus lineatus","2018",38,142500,51,0.745098039215686
"December","Acanthurus lineatus","2022",334,1342000,70,4.77142857142857
"December","Acanthurus lineatus","2023",82,329000,213,0.384976525821596
"December","Acanthurus maculiceps","2012",2,40000,47,0.0425531914893617
"December","Acanthurus maculiceps","2016",7,60000,92,0.0760869565217391
"December","Acanthurus maculiceps","2022",3,30000,70,0.0428571428571429
"December","Acanthurus nigricans","2012",2,24000,47,0.0425531914893617
"December","Acanthurus nigricans","2016",3,24000,92,0.0326086956521739
"December","Acanthurus nigricans","2017",4,48770.8333333333,95,0.0421052631578947
"December","Acanthurus nigricans","2022",176,2848750,70,2.51428571428571
"December","Acanthurus nigricans","2023",2,32500,213,0.00938967136150235
"December","Acanthurus nigricauda","2012",3,18000,47,0.0638297872340425
"December","Acanthurus nigrofuscus","2012",6,6000,47,0.127659574468085
"December","Acanthurus nigrofuscus","2016",9,9000,92,0.0978260869565217
"December","Acanthurus nigrofuscus","2018",4,4000,51,0.0784313725490196
"December","Acanthurus nigrofuscus","2022",3,3750,70,0.0428571428571429
"December","Acanthurus nigroris","2015",49,79000,58,0.844827586206897
"December","Acanthurus nigroris","2016",42,42000,92,0.456521739130435
"December","Acanthurus nigroris","2017",29,73000,95,0.305263157894737
"December","Acanthurus nigroris","2018",4,10000,51,0.0784313725490196
"December","Acanthurus nigroris","2022",125,187500,70,1.78571428571429
"December","Acanthurus nigroris","2023",221,781000,213,1.03755868544601
"December","Acanthurus olivaceus","2012",5,20500,47,0.106382978723404
"December","Acanthurus olivaceus","2013",6,34000,74,0.0810810810810811
"December","Acanthurus olivaceus","2015",2,3500,58,0.0344827586206897
"December","Acanthurus olivaceus","2016",39,80500,92,0.423913043478261
"December","Acanthurus olivaceus","2017",7,30175,95,0.0736842105263158
"December","Acanthurus olivaceus","2018",5,29000,51,0.0980392156862745
"December","Acanthurus olivaceus","2022",29,146000,70,0.414285714285714
"December","Acanthurus olivaceus","2023",5,24000,213,0.0234741784037559
"December","Acanthurus pyroferus","2012",11,28000,47,0.234042553191489
"December","Acanthurus pyroferus","2015",1,5000,58,0.0172413793103448
"December","Acanthurus pyroferus","2016",44,90000,92,0.478260869565217
"December","Acanthurus pyroferus","2017",22,66165.5172413793,95,0.231578947368421
"December","Acanthurus pyroferus","2018",16,57500,51,0.313725490196078
"December","Acanthurus pyroferus","2022",5,55000,70,0.0714285714285714
"December","Acanthurus pyroferus","2023",2,25000,213,0.00938967136150235
"December","Acanthurus triostegus","2012",44,58750,47,0.936170212765957
"December","Acanthurus triostegus","2016",55,84500,92,0.597826086956522
"December","Acanthurus triostegus","2017",6,11256.7567567568,95,0.0631578947368421
"December","Acanthurus triostegus","2018",12,22500,51,0.235294117647059
"December","Acanthurus triostegus","2022",154,328500,70,2.2
"December","Acanthurus triostegus","2023",250,391500,213,1.17370892018779
"December","Acanthurus tristris","2016",6,15000,92,0.0652173913043478
"December","Acanthurus tristris","2022",10,30000,70,0.142857142857143
"December","Acanthurus tristris","2023",36,83000,213,0.169014084507042
"December","Acanthurus xanthopterus","2016",12,60000,92,0.130434782608696
"December","Amblycirrhitus pinos","2013",7,10500,74,0.0945945945945946
"December","Amblyeleotris steinitzi","2016",6,15000,92,0.0652173913043478
"December","Amblyeleotris steinitzi","2017",12,30000,95,0.126315789473684
"December","Amblyeleotris steinitzi","2022",3,6000,70,0.0428571428571429
"December","Amblyeleotris steinitzi","2023",2,4000,213,0.00938967136150235
"December","Amblyeteleotris gymnocephala","2012",8,8500,47,0.170212765957447
"December","Amblygobius rainfordi","2015",1,2000,58,0.0172413793103448
"December","Amblygobius rainfordi","2016",1,1000,92,0.0108695652173913
"December","Amblygobius rainfordi","2017",2,2000,95,0.0210526315789474
"December","Amblygobius rainfordi","2018",1,1000,51,0.0196078431372549
"December","Amphiprion clarkii","2012",43,74000,47,0.914893617021277
"December","Amphiprion clarkii","2015",20,39500,58,0.344827586206897
"December","Amphiprion clarkii","2016",43,60600,92,0.467391304347826
"December","Amphiprion clarkii","2017",56,112791.97080292,95,0.589473684210526
"December","Amphiprion clarkii","2018",29,68250,51,0.568627450980392
"December","Amphiprion clarkii","2022",11,28000,70,0.157142857142857
"December","Amphiprion clarkii","2023",81,172000,213,0.380281690140845
"December","Amphiprion frenatus","2015",1,3000,58,0.0172413793103448
"December","Amphiprion ocellaris","2012",5,9000,47,0.106382978723404
"December","Amphiprion ocellaris","2015",4,8000,58,0.0689655172413793
"December","Amphiprion ocellaris","2017",3,6500,95,0.0315789473684211
"December","Amphiprion ocellaris","2018",19,47500,51,0.372549019607843
"December","Amphiprion ocellaris","2022",4,5000,70,0.0571428571428571
"December","Amphiprion ocellaris","2023",1,1500,213,0.00469483568075117
"December","Amphiprion perideraion","2022",3,7500,70,0.0428571428571429
"December","Amphiprion perideraion","2023",8,17500,213,0.0375586854460094
"December","Amphiprion polymnus","2022",2,6000,70,0.0285714285714286
"December","Amphiprion polymnus","2023",7,16000,213,0.0328638497652582
"December","Amphiprion sandaracinos","2016",1,1000,92,0.0108695652173913
"December","Amphiprion sandaracinos","2018",6,9500,51,0.117647058823529
"December","Amphiprion sandaracinos","2023",2,4000,213,0.00938967136150235
"December","Anampses caeruleopunctatus","2012",19,36000,47,0.404255319148936
"December","Anampses caeruleopunctatus","2015",6,12000,58,0.103448275862069
"December","Anampses caeruleopunctatus","2017",10,30000,95,0.105263157894737
"December","Anampses caeruleopunctatus","2018",3,9000,51,0.0588235294117647
"December","Anampses caeruleopunctatus","2022",9,31500,70,0.128571428571429
"December","Anampses caeruleopunctatus","2023",18,43000,213,0.0845070422535211
"December","Anampses lineatus","2012",5,5500,47,0.106382978723404
"December","Anampses melanurus","2017",4,8000,95,0.0421052631578947
"December","Anampses melanurus","2022",4,4000,70,0.0571428571428571
"December","Anampses melanurus","2023",58,492000,213,0.272300469483568
"December","Anampses meleagrides","2012",10,75500,47,0.212765957446809
"December","Anampses meleagrides","2015",32,276500,58,0.551724137931034
"December","Anampses meleagrides","2016",7,36500,92,0.0760869565217391
"December","Anampses meleagrides","2017",23,230000,95,0.242105263157895
"December","Anampses meleagrides","2018",12,100500,51,0.235294117647059
"December","Anampses meleagrides","2022",21,170000,70,0.3
"December","Anampses meleagrides","2023",5,43000,213,0.0234741784037559
"December","Ancanthurus pyroferus","2016",11,66000,92,0.119565217391304
"December","Ancanthurus pyroferus","2018",3,35000,51,0.0588235294117647
"December","Antennarius nummifer","2022",1,2000,70,0.0142857142857143
"December","Apogon semiornatus","2012",1,3500,47,0.0212765957446809
"December","Apolemichthys trimaculatus","2015",1,25000,58,0.0172413793103448
"December","Apolemichthys trimaculatus","2022",1,20000,70,0.0142857142857143
"December","Apolemichthys trimaculatus","2023",1,15000,213,0.00469483568075117
"December","Arothron meleagris","2013",1,2500,74,0.0135135135135135
"December","Arothron meleagris","2015",1,3000,58,0.0172413793103448
"December","Arothron meleagris","2016",17,33000,92,0.184782608695652
